  Vessel_8    6206  8 28  15  39 239.6520833  -70.60156   42.89105  1.0 nan       77.0       12.0      0.077   7.09   0.26  2015
  Vessel_8    6206  8 29  13  30 240.5625000  -70.65584   42.86761  1.0 nan       74.0       11.0       0.15   7.14   0.17  2015
  Vessel_8    6206  8 29  15  25 240.6423611  -70.65449   42.79240  1.0 nan       74.0       13.0      0.067   6.96   0.11  2015
  Vessel_8    6206  8 30  13  36 241.5666667  -70.65582   42.83687  1.0 nan       72.0        8.0      0.146   7.23   0.14  2015
  Vessel_8    6206  8 30  15  43 241.6548611  -70.61063   42.90276  1.0 nan       76.0        8.0      0.074   7.13   0.12  2015
  Vessel_8    6206  8 31  11  33 242.4812500  -70.61784   42.90286  1.0 nan       71.0        4.0      0.063   7.32   0.07  2015
  Vessel_8    6206  8 31  13  37 242.5673611  -70.65610   42.83502  1.0 nan       72.0        6.0      0.073   7.27   0.11  2015
  Vessel_8    6206  8 31  15  38 242.6513889  -70.61834   42.89398  1.0 nan       76.0        7.0      0.069   7.15   0.12  2015
  Vessel_8    6206  9  1  12   7 243.5048611  -70.62316   42.89729  1.0 nan       71.0        9.0      0.067   7.29   0.12  2015
  Vessel_8    6206  9  1  14   1 243.5840278  -70.61061   42.90272  1.0 nan       74.0        6.0      0.064   7.19   0.22  2015
  Vessel_8    6206  9  1  15  58 243.6652778  -70.66361   42.84252  1.0 nan       74.0        4.0      0.066   7.18   0.09  2015
  Vessel_8    6206  9  2  11  27 244.4770833  -70.61967   42.90054  1.0 nan       72.0        6.0      0.065   7.21   0.11  2015
  Vessel_8    6206  9  2  13  21 244.5562500  -70.65765   42.83786  1.0 nan       72.0        4.0      0.065   7.17   0.10  2015
  Vessel_8    6206  9  2  15  19 244.6381944  -70.63432   42.89790  1.0 nan       72.0        6.0      0.057   7.16   0.10  2015
  Vessel_8    6206  9  5  13  30 247.5625000  -70.65681   42.83383  1.0 nan       73.0        6.0      0.067   7.28   0.13  2015
  Vessel_8    6206  9  5  15  38 247.6513889  -70.63565   42.88104  1.0 nan       73.0        5.0      0.075   7.30   0.13  2015
  Vessel_8    6206  9  6  13  36 248.5666667  -70.66003   42.83014  1.0 nan       74.0       12.0      0.152   7.11   0.14  2015
  Vessel_8    6206  9  6  15  39 248.6520833  -70.62059   42.89868  1.0 nan       73.0        5.0       0.07   7.10   0.15  2015
  Vessel_8    6206  9  7  14  18 249.5958333  -70.65634   42.83757  1.0 nan       74.0       10.0      0.145   7.04   0.10  2015
  Vessel_8    6206  9  7  16  12 249.6750000  -70.61336   42.89945  1.0 nan       74.0        5.0      0.069   7.01   0.08  2015
  Vessel_8    6206  9  8  11  32 250.4805556  -70.65479   42.82857  1.0 nan       74.0        8.0      0.062   7.09   0.13  2015
